date,BRLUSD,CADUSD,EURUSD,GBPUSD,JPYUSD,MXNUSD,USDBRL,USDCAD,USDJPY,USDMXN
2025-01-16,0.16543144520910533,0.6955554009876886,1.0303,1.2246,0.006433350488934638,0.048086632877792634,6.0448,1.4377,155.44,20.7958
2025-01-17,0.16565067585475748,0.6934812760055479,1.0287,1.2181,0.006397952655150352,0.04830684507994783,6.0368,1.442,156.3,20.701
2025-01-20,0.16565067585475748,0.6934812760055479,1.0287,1.2181,0.006397952655150352,0.04830684507994783,6.0368,1.442,156.3,20.701
2025-01-21,0.1659062629614268,0.6979341150195422,1.0423,1.2331,0.006431281754453662,0.04864499370047332,6.0275,1.4328,155.49,20.5571
2025-01-22,0.1688219603606037,0.6963303391128752,1.042,1.2324,0.006384880602732729,0.04881906677471954,5.9234,1.4361,156.62,20.4838
2025-01-23,0.16931933626820184,0.6964273278083433,1.042,1.2347,0.00641025641025641,0.04911470739913067,5.906,1.4359,156.0,20.3605
2025-01-24,0.17003621771437316,0.6977880120019538,1.0515,1.2496,0.006427561383211209,0.04942738375915024,5.8811,1.4331,155.58,20.2317
2025-01-27,0.16904456014605448,0.6950236308034473,1.0492,1.2479,0.006484243288808196,0.04826068491564032,5.9156,1.4388,154.22,20.7208
2025-01-28,0.17066011331831524,0.6948304613674263,1.0427,1.2433,0.006424670735624799,0.04865375071764282,5.8596,1.4392,155.65,20.5534
2025-01-29,0.17003910899506886,0.6929046563192904,1.0416,1.2435,0.006442468754026543,0.048614014448085094,5.881,1.4432,155.22,20.5702
2025-01-30,0.16960651289009498,0.6939143709666227,1.042,1.2453,0.006475845097785262,0.048950740869463064,5.896,1.4411,154.42,20.4287
2025-01-31,0.17132088401576154,0.6916107614634484,1.04,1.2447,0.006455361177457879,0.04847544718600029,5.837,1.4459,154.91,20.629
2025-02-03,0.17146188402318163,0.6848845969454147,1.0277,1.2389,0.0064649599172485125,0.0487068335687497,5.8322,1.4601,154.68,20.531
2025-02-04,0.17361713948400986,0.698421567257997,1.0379,1.2487,0.006469979296066252,0.0489205676742673,5.7598,1.4318,154.56,20.4413
2025-02-05,0.17245542027385918,0.700280112044818,1.0419,1.2516,0.006564695069914002,0.048584490858828044,5.7986,1.428,152.33,20.5827
2025-02-06,0.1732051615138131,0.698616738857063,1.0368,1.2435,0.006577216521967903,0.048775253387441354,5.7735,1.4314,152.04,20.5022
2025-02-07,0.17286383515704679,0.6987631891551953,1.0329,1.2396,0.006609385327164573,0.04856986045879091,5.7849,1.4311,151.3,20.5889
2025-02-10,0.17314818021262596,0.6984703499336453,1.0312,1.2385,0.006591088847877669,0.048360576458071375,5.7754,1.4317,151.72,20.678
2025-02-11,0.17354783846167196,0.6989097008666479,1.0346,1.2423,0.006562971713591915,0.04866227408539255,5.7621,1.4308,152.37,20.5498
2025-02-12,0.1736111111111111,0.6998880179171332,1.0392,1.2444,0.006467468632777131,0.048821926903811035,5.76,1.4288,154.62,20.4826
