"action","amendmentIndicator","assetClass","blockTradeIndicator","cleared","coupon","customBasketIndicator","deliveryType","disseminationIdentifier","disseminationTimestamp","effectiveDate","embeddedOptionType","event","eventDateTime","exchangeRate","exchangeRateBasis","executionDateTime","expirationDate","firstExerciseDate","futureValueNotional","indexFactor","instrumentType","leg1CallAmount","leg1CallCurrency","leg1CommodityDesc","leg1EffectiveNotionalAmount","leg1FixedRate","leg1FixedRateDayCount","leg1FixedRatePaymentFrequencyMultiplier","leg1FixedRatePaymentFrequencyPeriod","leg1FloatingRateDayCount","leg1FloatingRatePaymentFrequencyMultiplier","leg1FloatingRatePaymentFrequencyPeriod","leg1NotionalAmount","leg1NotionalCurrency","leg1NotionalEffectiveDate","leg1NotionalEndDate","leg1NotionalQuantity","leg1NotionalScheduleType","leg1PhysicalDeliveryLocation","leg1PhysicalDeliveryRegion","leg1PricingIndexLocation","leg1PricingIndexRegion","leg1PutAmount","leg1PutCurrency","leg1QuantityFrequencyMultiplier","leg1QuantityUnit","leg1ResetFrequencyMultiplier","leg1SettlementCurrency","leg1SettlementLocation","leg1Spread","leg1SpreadCurrency","leg1SpreadNotation","leg1TotalNotionalQuantity","leg1UnderlierCurrency","leg1UnderlierID","leg1UnderlierIDSource","leg1UnderlierTenorMultiplier","leg1UnderlierTenorPeriod","leg1UnderlyingAssetOrContractSubType","leg1UnderlyingAssetOrContractType","leg2CallAmount","leg2CallCurrency","leg2CommodityDesc","leg2EffectiveNotionalAmount","leg2FixedRateDayCount","leg2FixedRatePaymentFrequencyMultiplier","leg2FixedRatePaymentFrequencyPeriod","leg2FloatingRateDayCount","leg2FloatingRatePaymentFrequencyMultiplier","leg2FloatingRatePaymentFrequencyPeriod","leg2NotionalAmount","leg2NotionalCurrency","leg2NotionalEffectiveDate","leg2NotionalEndDate","leg2NotionalQuantity","leg2NotionalScheduleType","leg2PhysicalDeliveryLocation","leg2PhysicalDeliveryRegion","leg2PricingIndexLocation","leg2PricingIndexRegion","leg2PutAmount","leg2PutCurrency","leg2QuantityFrequencyMultiplier","leg2QuantityFrequencyPeriod","leg2QuantityUnit","leg2ResetFrequencyMultiplier","leg2SettlementCurrency","leg2SettlementLocation","leg2Spread","leg2SpreadCurrency","leg2SpreadNotation","leg2TotalNotionalQuantity","leg2UnderlierCurrency","leg2UnderlierID","leg2UnderlierIDSource","leg2UnderlierTenorMultiplier","leg2UnderlierTenorPeriod","leg2UnderlyingAssetOrContractSubType","leg2UnderlyingAssetOrContractType","multiCurrencyIndicator","nonStandardTermIndicator","optionExerciseFrequencyMultiplier","optionExerciseFrequencyPeriod","optionPremiumAmount","optionPremiumCurrency","optionStrikePrice","optionStrikePriceCurrency","optionStrikePriceNotation","optionStyle","optionType","originalDisseminationIdentifier","otherPaymentAmount","otherPaymentCurrency","otherPaymentType","packageIndicator","packageTransactionPrice","packageTransactionPriceCurrency","packageTransactionPriceNotation","packageTransactionSpread","packageTransactionSpreadCurrency","packageTransactionSpreadNotation","platformID","postPricedSwapIndicator","price","priceCurrency","priceNotation","priceUnit","primeBrokerageTransactionIndicator","productCode","productCodeType","productName","returnTriggerType","seniority","standardContractSpecification","underlierExpirationDate","underlyingCreditIndexSeries","underlyingCreditIndexVersion","leg1QuantityFrequencyPeriod","leg1ResetFrequencyPeriod","leg2ResetFrequencyPeriod","optionExerciseEndDate","leg2FixedRate","upi","fisn","upiUnderlierName","notionalCapIndicator","otherPaymentCapIndicator"
"NEWT","","FX","False","Y","","True","","SDRFX94521321","2025-09-26T16:56:01Z","2025-09-26","EXTD","TRAD","2025-09-26T12:53:16Z","1.39404","USD/CAD","2025-09-26T12:53:16Z","2025-09-29","","","","","","","","","","","","","","","","200000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","200000","","","","","","","200000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39404","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521320","2025-09-26T16:56:01Z","2025-09-26","EXTD","TRAD","2025-09-26T12:53:16Z","1.3937567","USD/CAD","2025-09-26T12:53:16Z","2025-10-03","","","","","","","","","","","","","","","","200000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","200000","","","","","","","200000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3937567","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521238","2025-09-26T16:34:01Z","2025-09-26","EXTD","TRAD","2025-09-26T12:31:54Z","1.39418","USD/CAD","2025-09-26T12:31:54Z","2025-09-29","","","","","","","","","","","","","","","","3000000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","3000000","","","","","","","3000000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39418","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521239","2025-09-26T16:34:01Z","2025-09-26","EXTD","TRAD","2025-09-26T12:31:54Z","1.3934277","USD/CAD","2025-09-26T12:31:54Z","2025-10-10","","","","","","","","","","","","","","","","3000000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","3000000","","","","","","","3000000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3934277","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521217","2025-09-26T16:25:52Z","2025-09-26","EXTD","TRAD","2025-09-26T12:20:29Z","18.3749","USD/MXN","2025-09-26T12:20:29Z","2025-09-30","","","","","","","","","","","","","","","","300","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.3749","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZT6XCZMS9WH","NA/FX Fwd Nstd MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521216","2025-09-26T16:25:52Z","2025-09-26","EXTD","TRAD","2025-09-26T12:18:53Z","18.3685","USD/MXN","2025-09-26T12:18:53Z","2025-09-29","","","","","","","","","","","","","","","","350000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.3685","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZT6XCZMS9WH","NA/FX Fwd Nstd MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521211","2025-09-26T16:16:55Z","2025-09-26","EXTD","TRAD","2025-09-26T12:10:59Z","18.39","USD/MXN","2025-09-26T12:10:59Z","2025-09-30","","","","","","","","","","","","","","","","350000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.39","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZT6XCZMS9WH","NA/FX Fwd Nstd MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521199","2025-09-26T16:11:03Z","2025-09-26","EXTD","TRAD","2025-09-26T12:08:00Z","18.3608","USD/MXN","2025-09-26T12:08:00Z","2025-09-29","","","","","","","","","","","","","","","","100000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.3608","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZT6XCZMS9WH","NA/FX Fwd Nstd MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521186","2025-09-26T16:01:09Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.36463","USD/MXN","2025-09-26T00:00:00Z","2025-09-30","","","","","","","","","","","","","","","","70000000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","70000000","","","","","","","70000000","USD","2025-09-26","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.36463","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZXCLK2KQ5ZD","NA/Swaps NDS MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521187","2025-09-26T16:01:09Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.367875","USD/MXN","2025-09-26T00:00:00Z","2025-09-29","","","","","","","","","","","","","","","","70000000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","70000000","","","","","","","70000000","USD","2025-09-26","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.367875","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZXCLK2KQ5ZD","NA/Swaps NDS MXN USD","MXN USD","N",""
