"action","amendmentIndicator","assetClass","blockTradeIndicator","cleared","coupon","customBasketIndicator","deliveryType","disseminationIdentifier","disseminationTimestamp","effectiveDate","embeddedOptionType","event","eventDateTime","exchangeRate","exchangeRateBasis","executionDateTime","expirationDate","firstExerciseDate","futureValueNotional","indexFactor","instrumentType","leg1CallAmount","leg1CallCurrency","leg1CommodityDesc","leg1EffectiveNotionalAmount","leg1FixedRate","leg1FixedRateDayCount","leg1FixedRatePaymentFrequencyMultiplier","leg1FixedRatePaymentFrequencyPeriod","leg1FloatingRateDayCount","leg1FloatingRatePaymentFrequencyMultiplier","leg1FloatingRatePaymentFrequencyPeriod","leg1NotionalAmount","leg1NotionalCurrency","leg1NotionalEffectiveDate","leg1NotionalEndDate","leg1NotionalQuantity","leg1NotionalScheduleType","leg1PhysicalDeliveryLocation","leg1PhysicalDeliveryRegion","leg1PricingIndexLocation","leg1PricingIndexRegion","leg1PutAmount","leg1PutCurrency","leg1QuantityFrequencyMultiplier","leg1QuantityUnit","leg1ResetFrequencyMultiplier","leg1SettlementCurrency","leg1SettlementLocation","leg1Spread","leg1SpreadCurrency","leg1SpreadNotation","leg1TotalNotionalQuantity","leg1UnderlierCurrency","leg1UnderlierID","leg1UnderlierIDSource","leg1UnderlierTenorMultiplier","leg1UnderlierTenorPeriod","leg1UnderlyingAssetOrContractSubType","leg1UnderlyingAssetOrContractType","leg2CallAmount","leg2CallCurrency","leg2CommodityDesc","leg2EffectiveNotionalAmount","leg2FixedRateDayCount","leg2FixedRatePaymentFrequencyMultiplier","leg2FixedRatePaymentFrequencyPeriod","leg2FloatingRateDayCount","leg2FloatingRatePaymentFrequencyMultiplier","leg2FloatingRatePaymentFrequencyPeriod","leg2NotionalAmount","leg2NotionalCurrency","leg2NotionalEffectiveDate","leg2NotionalEndDate","leg2NotionalQuantity","leg2NotionalScheduleType","leg2PhysicalDeliveryLocation","leg2PhysicalDeliveryRegion","leg2PricingIndexLocation","leg2PricingIndexRegion","leg2PutAmount","leg2PutCurrency","leg2QuantityFrequencyMultiplier","leg2QuantityFrequencyPeriod","leg2QuantityUnit","leg2ResetFrequencyMultiplier","leg2SettlementCurrency","leg2SettlementLocation","leg2Spread","leg2SpreadCurrency","leg2SpreadNotation","leg2TotalNotionalQuantity","leg2UnderlierCurrency","leg2UnderlierID","leg2UnderlierIDSource","leg2UnderlierTenorMultiplier","leg2UnderlierTenorPeriod","leg2UnderlyingAssetOrContractSubType","leg2UnderlyingAssetOrContractType","multiCurrencyIndicator","nonStandardTermIndicator","optionExerciseFrequencyMultiplier","optionExerciseFrequencyPeriod","optionPremiumAmount","optionPremiumCurrency","optionStrikePrice","optionStrikePriceCurrency","optionStrikePriceNotation","optionStyle","optionType","originalDisseminationIdentifier","otherPaymentAmount","otherPaymentCurrency","otherPaymentType","packageIndicator","packageTransactionPrice","packageTransactionPriceCurrency","packageTransactionPriceNotation","packageTransactionSpread","packageTransactionSpreadCurrency","packageTransactionSpreadNotation","platformID","postPricedSwapIndicator","price","priceCurrency","priceNotation","priceUnit","primeBrokerageTransactionIndicator","productCode","productCodeType","productName","returnTriggerType","seniority","standardContractSpecification","underlierExpirationDate","underlyingCreditIndexSeries","underlyingCreditIndexVersion","leg1QuantityFrequencyPeriod","leg1ResetFrequencyPeriod","leg2ResetFrequencyPeriod","optionExerciseEndDate","leg2FixedRate","upi","fisn","upiUnderlierName","notionalCapIndicator","otherPaymentCapIndicator"
"NEWT","","FX","False","Y","","True","","SDRFX94521009","2025-09-26T14:39:53Z","2025-09-26","EXTD","TRAD","2025-09-26T10:36:48Z","1.3943618","USD/CAD","2025-09-26T10:36:48Z","2025-10-01","","","","","","","","","","","","","","","","10000000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3943618","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZZT4LTBDL7R","NA/Fwd CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94521008","2025-09-26T14:37:52Z","2025-09-26","EXTD","TRAD","2025-09-26T10:35:23Z","1.3946138","USD/CAD","2025-09-26T10:35:23Z","2025-09-26","","","","","","","","","","","","","","","","500000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3946138","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZZT4LTBDL7R","NA/Fwd CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520997","2025-09-26T14:32:51Z","2025-09-26","EXTD","TRAD","2025-09-26T10:30:13Z","1.3943576","USD/CAD","2025-09-26T10:30:13Z","2025-10-03","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3943576","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520996","2025-09-26T14:32:51Z","2025-09-26","EXTD","TRAD","2025-09-26T10:30:13Z","1.39464","USD/CAD","2025-09-26T10:30:13Z","2025-09-29","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39464","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520986","2025-09-26T14:29:24Z","2025-09-26","EXTD","TRAD","2025-09-26T10:22:01Z","1.33936","GBP/USD","2025-09-26T10:22:01Z","2025-09-30","","","","","","","","","","","","","","","","1000000","USD","","","","","","","","","","","","","","GBP","","","","","","","","","","","","","","","","1000000","","","","","","","1000000","USD","2025-09-26","","","","","","","","","","","","","","GBP","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.33936","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZS5ZGW6XH6Q","NA/Swaps GBP USD","GBP USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520987","2025-09-26T14:29:24Z","2025-09-26","EXTD","TRAD","2025-09-26T10:22:01Z","1.3394213","GBP/USD","2025-09-26T10:22:01Z","2025-10-07","","","","","","","","","","","","","","","","1000000","USD","","","","","","","","","","","","","","GBP","","","","","","","","","","","","","","","","1000000","","","","","","","1000000","USD","2025-09-26","","","","","","","","","","","","","","GBP","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3394213","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZS5ZGW6XH6Q","NA/Swaps GBP USD","GBP USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520982","2025-09-26T14:29:19Z","2025-09-26","EXTD","TRAD","2025-09-26T10:12:54Z","1.3936","USD/CAD","2025-09-26T10:12:54Z","2025-09-29","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3936","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520985","2025-09-26T14:29:19Z","2025-09-26","EXTD","TRAD","2025-09-26T10:12:54Z","1.3924463","USD/CAD","2025-09-26T10:12:54Z","2025-10-16","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3924463","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520983","2025-09-26T14:29:19Z","2025-09-26","EXTD","TRAD","2025-09-26T10:12:48Z","1.39359","USD/CAD","2025-09-26T10:12:48Z","2025-09-29","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39359","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520984","2025-09-26T14:29:19Z","2025-09-26","EXTD","TRAD","2025-09-26T10:12:48Z","1.3933749","USD/CAD","2025-09-26T10:12:48Z","2025-10-02","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3933749","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520975","2025-09-26T14:29:01Z","2025-09-26","EXTD","TRAD","2025-09-26T10:08:36Z","1.3937","USD/CAD","2025-09-26T10:08:36Z","2025-09-29","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3937","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520978","2025-09-26T14:29:01Z","2025-09-26","EXTD","TRAD","2025-09-26T10:08:40Z","1.392626","USD/CAD","2025-09-26T10:08:40Z","2025-10-16","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.392626","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520977","2025-09-26T14:29:01Z","2025-09-26","EXTD","TRAD","2025-09-26T10:08:40Z","1.39378","USD/CAD","2025-09-26T10:08:40Z","2025-09-29","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39378","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520976","2025-09-26T14:29:01Z","2025-09-26","EXTD","TRAD","2025-09-26T10:08:36Z","1.3934849","USD/CAD","2025-09-26T10:08:36Z","2025-10-02","","","","","","","","","","","","","","","","50000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","50000","","","","","","","50000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3934849","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520974","2025-09-26T14:24:57Z","2025-09-26","EXTD","TRAD","2025-09-26T09:59:23Z","1.39427","USD/CAD","2025-09-26T09:59:23Z","2025-09-29","","","","","","","","","","","","","","","","25000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","25000","","","","","","","25000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39427","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94520973","2025-09-26T14:24:57Z","2025-09-26","EXTD","TRAD","2025-09-26T09:59:23Z","1.3925805","USD/CAD","2025-09-26T09:59:23Z","2025-10-24","","","","","","","","","","","","","","","","25000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","25000","","","","","","","25000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3925805","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
