"action","amendmentIndicator","assetClass","blockTradeIndicator","cleared","coupon","customBasketIndicator","deliveryType","disseminationIdentifier","disseminationTimestamp","effectiveDate","embeddedOptionType","event","eventDateTime","exchangeRate","exchangeRateBasis","executionDateTime","expirationDate","firstExerciseDate","futureValueNotional","indexFactor","instrumentType","leg1CallAmount","leg1CallCurrency","leg1CommodityDesc","leg1EffectiveNotionalAmount","leg1FixedRate","leg1FixedRateDayCount","leg1FixedRatePaymentFrequencyMultiplier","leg1FixedRatePaymentFrequencyPeriod","leg1FloatingRateDayCount","leg1FloatingRatePaymentFrequencyMultiplier","leg1FloatingRatePaymentFrequencyPeriod","leg1NotionalAmount","leg1NotionalCurrency","leg1NotionalEffectiveDate","leg1NotionalEndDate","leg1NotionalQuantity","leg1NotionalScheduleType","leg1PhysicalDeliveryLocation","leg1PhysicalDeliveryRegion","leg1PricingIndexLocation","leg1PricingIndexRegion","leg1PutAmount","leg1PutCurrency","leg1QuantityFrequencyMultiplier","leg1QuantityUnit","leg1ResetFrequencyMultiplier","leg1SettlementCurrency","leg1SettlementLocation","leg1Spread","leg1SpreadCurrency","leg1SpreadNotation","leg1TotalNotionalQuantity","leg1UnderlierCurrency","leg1UnderlierID","leg1UnderlierIDSource","leg1UnderlierTenorMultiplier","leg1UnderlierTenorPeriod","leg1UnderlyingAssetOrContractSubType","leg1UnderlyingAssetOrContractType","leg2CallAmount","leg2CallCurrency","leg2CommodityDesc","leg2EffectiveNotionalAmount","leg2FixedRateDayCount","leg2FixedRatePaymentFrequencyMultiplier","leg2FixedRatePaymentFrequencyPeriod","leg2FloatingRateDayCount","leg2FloatingRatePaymentFrequencyMultiplier","leg2FloatingRatePaymentFrequencyPeriod","leg2NotionalAmount","leg2NotionalCurrency","leg2NotionalEffectiveDate","leg2NotionalEndDate","leg2NotionalQuantity","leg2NotionalScheduleType","leg2PhysicalDeliveryLocation","leg2PhysicalDeliveryRegion","leg2PricingIndexLocation","leg2PricingIndexRegion","leg2PutAmount","leg2PutCurrency","leg2QuantityFrequencyMultiplier","leg2QuantityFrequencyPeriod","leg2QuantityUnit","leg2ResetFrequencyMultiplier","leg2SettlementCurrency","leg2SettlementLocation","leg2Spread","leg2SpreadCurrency","leg2SpreadNotation","leg2TotalNotionalQuantity","leg2UnderlierCurrency","leg2UnderlierID","leg2UnderlierIDSource","leg2UnderlierTenorMultiplier","leg2UnderlierTenorPeriod","leg2UnderlyingAssetOrContractSubType","leg2UnderlyingAssetOrContractType","multiCurrencyIndicator","nonStandardTermIndicator","optionExerciseFrequencyMultiplier","optionExerciseFrequencyPeriod","optionPremiumAmount","optionPremiumCurrency","optionStrikePrice","optionStrikePriceCurrency","optionStrikePriceNotation","optionStyle","optionType","originalDisseminationIdentifier","otherPaymentAmount","otherPaymentCurrency","otherPaymentType","packageIndicator","packageTransactionPrice","packageTransactionPriceCurrency","packageTransactionPriceNotation","packageTransactionSpread","packageTransactionSpreadCurrency","packageTransactionSpreadNotation","platformID","postPricedSwapIndicator","price","priceCurrency","priceNotation","priceUnit","primeBrokerageTransactionIndicator","productCode","productCodeType","productName","returnTriggerType","seniority","standardContractSpecification","underlierExpirationDate","underlyingCreditIndexSeries","underlyingCreditIndexVersion","leg1QuantityFrequencyPeriod","leg1ResetFrequencyPeriod","leg2ResetFrequencyPeriod","optionExerciseEndDate","leg2FixedRate","upi","fisn","upiUnderlierName","notionalCapIndicator","otherPaymentCapIndicator"
"NEWT","","FX","False","Y","","True","","SDRFX94520907","2025-09-26T12:46:58Z","2025-09-26","EXTD","TRAD","2025-09-26T08:44:17Z","1.3945049","USD/CAD","2025-09-26T08:44:17Z","2025-09-26","","","","","","","","","","","","","","","","4000000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3945049","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZZT4LTBDL7R","NA/Fwd CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517197","2025-09-26T12:40:49Z","2025-09-26","EXTD","TRAD","2025-09-26T08:38:49Z","1.1675469","EUR/USD","2025-09-26T08:38:49Z","2025-09-29","","","","","","","","","","","","","","","","72000","EUR","","","","","","","","","","","","","","USD","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","EUR","","","","","","","","","","","","","","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.1675469","EUR","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZKC6FFQL6Q3","NA/Fwd EUR USD","EUR USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517187","2025-09-26T12:26:58Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.642","USD/MXN","2025-09-26T00:00:00Z","2025-12-17","","","","","","","","","","","","","","","","500000","MXN","","","","","","","","","","","","","","USD","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","MXN","","","","","","","","","","","","","","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.642","MXN","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZT6XCZMS9WH","NA/FX Fwd Nstd MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517186","2025-09-26T12:20:51Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.479935","USD/MXN","2025-09-26T00:00:00Z","2025-09-29","","","","","","","","","","","","","","","","1000000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","1000000","","","","","","","1000000","USD","2025-09-26","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.479935","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZXCLK2KQ5ZD","NA/Swaps NDS MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517183","2025-09-26T12:20:51Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.479935","USD/MXN","2025-09-26T00:00:00Z","2025-09-29","","","","","","","","","","","","","","","","100000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","100000","","","","","","","100000","USD","2025-09-26","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.479935","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZXCLK2KQ5ZD","NA/Swaps NDS MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517184","2025-09-26T12:20:51Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.4812","USD/MXN","2025-09-26T00:00:00Z","2025-09-30","","","","","","","","","","","","","","","","1000000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","1000000","","","","","","","1000000","USD","2025-09-26","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.4812","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZXCLK2KQ5ZD","NA/Swaps NDS MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517185","2025-09-26T12:20:51Z","2025-09-26","EXTD","TRAD","2025-09-26T00:00:00Z","18.4822","USD/MXN","2025-09-26T00:00:00Z","2025-09-30","","","","","","","","","","","","","","","","100000","USD","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","100000","","","","","","","100000","USD","2025-09-26","","","","","","","","","","","","","","MXN","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","18.4822","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZXCLK2KQ5ZD","NA/Swaps NDS MXN USD","MXN USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517181","2025-09-26T12:15:00Z","2025-09-26","EXTD","TRAD","2025-09-26T08:12:45Z","1.39489","USD/CAD","2025-09-26T08:12:45Z","2025-09-29","","","","","","","","","","","","","","","","1000000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","1000000","","","","","","","1000000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.39489","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517182","2025-09-26T12:15:00Z","2025-09-26","EXTD","TRAD","2025-09-26T08:12:45Z","1.3909511","USD/CAD","2025-09-26T08:12:45Z","2025-11-28","","","","","","","","","","","","","","","","1000000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","1000000","","","","","","","1000000","USD","2025-09-26","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3909511","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZ0DHNS97HJT","NA/Swaps CAD USD","CAD USD","N",""
"NEWT","","FX","False","Y","","True","","SDRFX94517180","2025-09-26T12:11:03Z","2025-09-26","EXTD","TRAD","2025-09-26T08:08:25Z","1.3949116","USD/CAD","2025-09-26T08:08:25Z","2025-09-26","","","","","","","","","","","","","","","","500000","USD","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","99999999999999999999.99999","USD","","","","","","","","","","","","","","","CAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","1.3949116","USD","1","","","","","False","","","","","","","","","","","","","","","","","","","","QZZT4LTBDL7R","NA/Fwd CAD USD","CAD USD","N",""
